CPU_Model,RAM_Capacity_GB,CPU_Freq_MHz,Num_Cores,Total_Threads,Target_Load_Pct,Achieved_Load_Pct,Avg_Power_Watts
Intel Xeon processor L5335,16.0,2000,8,8,80,79.6,286.0
Intel Xeon processor L5335,16.0,2000,8,8,70,70.6,279.0
Intel Xeon processor L5335,16.0,2000,8,8,60,59.7,270.0
Intel Xeon processor L5335,16.0,2000,8,8,50,49.5,262.0
Intel Xeon processor L5335,16.0,2000,8,8,40,39.8,254.0
Intel Xeon processor L5335,16.0,2000,8,8,30,30.1,247.0
Intel Xeon processor L5335,16.0,2000,8,8,20,20.0,239.0
Intel Xeon processor L5335,16.0,2000,8,8,10,10.1,231.0
Intel Xeon processor L5335,16.0,2000,8,8,0,0.0,223.0
AMD EPYC 7702 2.0 GHz,256.0,2000,128,256,100,99.6,423.0
AMD EPYC 7702 2.0 GHz,256.0,2000,128,256,90,90.0,401.0
AMD EPYC 7702 2.0 GHz,256.0,2000,128,256,80,80.0,378.0
AMD EPYC 7702 2.0 GHz,256.0,2000,128,256,70,70.0,355.0
AMD EPYC 7702 2.0 GHz,256.0,2000,128,256,60,60.0,333.0
AMD EPYC 7702 2.0 GHz,256.0,2000,128,256,50,50.0,314.0
AMD EPYC 7702 2.0 GHz,256.0,2000,128,256,40,40.0,292.0
AMD EPYC 7702 2.0 GHz,256.0,2000,128,256,30,30.0,261.0
AMD EPYC 7702 2.0 GHz,256.0,2000,128,256,20,20.0,228.0
AMD EPYC 7702 2.0 GHz,256.0,2000,128,256,10,10.0,199.0
AMD EPYC 7702 2.0 GHz,256.0,2000,128,256,0,0.0,163.0
Intel Xeon E5440,16.0,2833,8,8,100,99.2,254.0
Intel Xeon E5440,16.0,2833,8,8,90,89.7,249.0
Intel Xeon E5440,16.0,2833,8,8,80,80.4,242.0
Intel Xeon E5440,16.0,2833,8,8,70,70.3,234.0
Intel Xeon E5440,16.0,2833,8,8,60,60.0,225.0
Intel Xeon E5440,16.0,2833,8,8,50,49.5,214.0
Intel Xeon E5440,16.0,2833,8,8,40,40.4,203.0
Intel Xeon E5440,16.0,2833,8,8,30,30.2,190.0
Intel Xeon E5440,16.0,2833,8,8,20,20.1,177.0
Intel Xeon E5440,16.0,2833,8,8,10,10.0,161.0
Intel Xeon E5440,16.0,2833,8,8,0,0.0,147.0
Intel Xeon E5540,8.0,2533,8,16,100,99.5,223.0
Intel Xeon E5540,8.0,2533,8,16,90,90.1,211.0
Intel Xeon E5540,8.0,2533,8,16,80,80.2,199.0
Intel Xeon E5540,8.0,2533,8,16,70,70.2,186.0
Intel Xeon E5540,8.0,2533,8,16,60,59.9,173.0
Intel Xeon E5540,8.0,2533,8,16,50,50.2,161.0
Intel Xeon E5540,8.0,2533,8,16,40,40.0,148.0
Intel Xeon E5540,8.0,2533,8,16,30,29.9,135.0
Intel Xeon E5540,8.0,2533,8,16,20,20.0,121.0
Intel Xeon E5540,8.0,2533,8,16,10,10.0,104.0
Intel Xeon E5540,8.0,2533,8,16,0,0.0,70.9
Intel Xeon Platinum 8280 @ 2.70GHz,48.0,2700,28,56,100,99.7,235.0
Intel Xeon Platinum 8280 @ 2.70GHz,48.0,2700,28,56,90,90.1,214.0
Intel Xeon Platinum 8280 @ 2.70GHz,48.0,2700,28,56,80,80.0,186.0
Intel Xeon Platinum 8280 @ 2.70GHz,48.0,2700,28,56,70,70.1,160.0
Intel Xeon Platinum 8280 @ 2.70GHz,48.0,2700,28,56,60,59.9,140.0
Intel Xeon Platinum 8280 @ 2.70GHz,48.0,2700,28,56,50,50.0,122.0
Intel Xeon Platinum 8280 @ 2.70GHz,48.0,2700,28,56,40,40.0,107.0
Intel Xeon Platinum 8280 @ 2.70GHz,48.0,2700,28,56,30,29.9,90.5
Intel Xeon Platinum 8280 @ 2.70GHz,48.0,2700,28,56,20,20.0,76.9
Intel Xeon Platinum 8280 @ 2.70GHz,48.0,2700,28,56,10,10.0,64.3
Intel Xeon Platinum 8280 @ 2.70GHz,48.0,2700,28,56,0,0.0,37.3
Intel Xeon E5-2660,24.0,2200,16,32,100,100.1,258.0
Intel Xeon E5-2660,24.0,2200,16,32,90,90.0,227.0
Intel Xeon E5-2660,24.0,2200,16,32,80,80.0,194.0
Intel Xeon E5-2660,24.0,2200,16,32,70,69.9,162.0
Intel Xeon E5-2660,24.0,2200,16,32,60,60.1,141.0
Intel Xeon E5-2660,24.0,2200,16,32,50,50.0,126.0
Intel Xeon E5-2660,24.0,2200,16,32,40,40.0,114.0
Intel Xeon E5-2660,24.0,2200,16,32,30,30.0,104.0
Intel Xeon E5-2660,24.0,2200,16,32,20,20.1,95.5
Intel Xeon E5-2660,24.0,2200,16,32,10,10.0,86.0
Intel Xeon E5-2660,24.0,2200,16,32,0,0.0,59.8
Intel Xeon E5-4640,48.0,2400,32,64,100,98.4,402.0
Intel Xeon E5-4640,48.0,2400,32,64,90,90.1,364.0
Intel Xeon E5-4640,48.0,2400,32,64,80,80.1,315.0
Intel Xeon E5-4640,48.0,2400,32,64,70,70.0,273.0
Intel Xeon E5-4640,48.0,2400,32,64,60,60.0,244.0
Intel Xeon E5-4640,48.0,2400,32,64,50,49.9,220.0
Intel Xeon E5-4640,48.0,2400,32,64,40,40.0,200.0
Intel Xeon E5-4640,48.0,2400,32,64,30,30.1,183.0
Intel Xeon E5-4640,48.0,2400,32,64,20,20.0,164.0
Intel Xeon E5-4640,48.0,2400,32,64,10,10.0,144.0
Intel Xeon E5-4640,48.0,2400,32,64,0,0.0,94.6
Intel Xeon X5675,12.0,3067,12,24,100,99.8,246.0
Intel Xeon X5675,12.0,3067,12,24,90,89.9,227.0
Intel Xeon X5675,12.0,3067,12,24,80,80.0,209.0
Intel Xeon X5675,12.0,3067,12,24,70,70.1,190.0
Intel Xeon X5675,12.0,3067,12,24,60,60.0,172.0
Intel Xeon X5675,12.0,3067,12,24,50,50.1,157.0
Intel Xeon X5675,12.0,3067,12,24,40,40.1,145.0
Intel Xeon X5675,12.0,3067,12,24,30,30.1,131.0
Intel Xeon X5675,12.0,3067,12,24,20,19.9,120.0
Intel Xeon X5675,12.0,3067,12,24,10,9.9,109.0
Intel Xeon X5675,12.0,3067,12,24,0,0.0,63.2
Intel Xeon E5-2470 2.30 GHz (Intel Turbo Boost Technology up to 3.10 GHz),24.0,2300,16,32,100,99.6,269.0
Intel Xeon E5-2470 2.30 GHz (Intel Turbo Boost Technology up to 3.10 GHz),24.0,2300,16,32,90,90.1,227.0
Intel Xeon E5-2470 2.30 GHz (Intel Turbo Boost Technology up to 3.10 GHz),24.0,2300,16,32,80,80.2,196.0
Intel Xeon E5-2470 2.30 GHz (Intel Turbo Boost Technology up to 3.10 GHz),24.0,2300,16,32,70,70.2,171.0
Intel Xeon E5-2470 2.30 GHz (Intel Turbo Boost Technology up to 3.10 GHz),24.0,2300,16,32,60,59.7,146.0
Intel Xeon E5-2470 2.30 GHz (Intel Turbo Boost Technology up to 3.10 GHz),24.0,2300,16,32,50,50.0,128.0
Intel Xeon E5-2470 2.30 GHz (Intel Turbo Boost Technology up to 3.10 GHz),24.0,2300,16,32,40,39.9,112.0
Intel Xeon E5-2470 2.30 GHz (Intel Turbo Boost Technology up to 3.10 GHz),24.0,2300,16,32,30,30.1,100.0
Intel Xeon E5-2470 2.30 GHz (Intel Turbo Boost Technology up to 3.10 GHz),24.0,2300,16,32,20,20.0,89.6
Intel Xeon E5-2470 2.30 GHz (Intel Turbo Boost Technology up to 3.10 GHz),24.0,2300,16,32,10,10.0,79.7
Intel Xeon E5-2470 2.30 GHz (Intel Turbo Boost Technology up to 3.10 GHz),24.0,2300,16,32,0,0.0,58.1
Intel Xeon E5-2470 (2.30GHz),24.0,2300,16,32,100,99.4,285.0
Intel Xeon E5-2470 (2.30GHz),24.0,2300,16,32,90,89.9,266.0
Intel Xeon E5-2470 (2.30GHz),24.0,2300,16,32,80,80.0,217.0
Intel Xeon E5-2470 (2.30GHz),24.0,2300,16,32,70,70.2,201.0
Intel Xeon E5-2470 (2.30GHz),24.0,2300,16,32,60,60.1,182.0
Intel Xeon E5-2470 (2.30GHz),24.0,2300,16,32,50,50.0,162.0
Intel Xeon E5-2470 (2.30GHz),24.0,2300,16,32,40,39.9,139.0
Intel Xeon E5-2470 (2.30GHz),24.0,2300,16,32,30,30.2,118.0
Intel Xeon E5-2470 (2.30GHz),24.0,2300,16,32,20,20.0,101.0
Intel Xeon E5-2470 (2.30GHz),24.0,2300,16,32,10,10.0,85.7
Intel Xeon E5-2470 (2.30GHz),24.0,2300,16,32,0,0.0,62.4
Intel Xeon X3360,8.0,2833,4,4,100,99.6,136.0
Intel Xeon X3360,8.0,2833,4,4,90,89.9,132.0
Intel Xeon X3360,8.0,2833,4,4,80,80.4,126.0
Intel Xeon X3360,8.0,2833,4,4,70,70.0,121.0
Intel Xeon X3360,8.0,2833,4,4,60,60.2,116.0
Intel Xeon X3360,8.0,2833,4,4,50,49.7,109.0
Intel Xeon X3360,8.0,2833,4,4,40,40.3,101.0
Intel Xeon X3360,8.0,2833,4,4,30,30.2,91.7
Intel Xeon X3360,8.0,2833,4,4,20,20.2,84.0
Intel Xeon X3360,8.0,2833,4,4,10,10.2,75.5
Intel Xeon X3360,8.0,2833,4,4,0,0.0,69.5
AMD EPYC 7742 2.25Ghz,128.0,2250,64,128,100,99.7,255.0
AMD EPYC 7742 2.25Ghz,128.0,2250,64,128,90,90.0,228.0
AMD EPYC 7742 2.25Ghz,128.0,2250,64,128,80,80.1,214.0
AMD EPYC 7742 2.25Ghz,128.0,2250,64,128,70,69.9,198.0
AMD EPYC 7742 2.25Ghz,128.0,2250,64,128,60,60.0,186.0
AMD EPYC 7742 2.25Ghz,128.0,2250,64,128,50,50.1,178.0
AMD EPYC 7742 2.25Ghz,128.0,2250,64,128,40,40.0,167.0
AMD EPYC 7742 2.25Ghz,128.0,2250,64,128,30,30.1,150.0
AMD EPYC 7742 2.25Ghz,128.0,2250,64,128,20,20.0,130.0
AMD EPYC 7742 2.25Ghz,128.0,2250,64,128,10,10.0,114.0
AMD EPYC 7742 2.25Ghz,128.0,2250,64,128,0,0.0,74.6
Intel Xeon L5430,8.0,2667,8,8,100,99.6,221.0
Intel Xeon L5430,8.0,2667,8,8,90,90.4,215.0
Intel Xeon L5430,8.0,2667,8,8,80,80.1,207.0
Intel Xeon L5430,8.0,2667,8,8,70,70.0,198.0
Intel Xeon L5430,8.0,2667,8,8,60,60.0,188.0
Intel Xeon L5430,8.0,2667,8,8,50,49.9,178.0
Intel Xeon L5430,8.0,2667,8,8,40,40.2,169.0
Intel Xeon L5430,8.0,2667,8,8,30,30.0,160.0
Intel Xeon L5430,8.0,2667,8,8,20,20.2,151.0
Intel Xeon L5430,8.0,2667,8,8,10,10.1,143.0
Intel Xeon L5430,8.0,2667,8,8,0,0.0,136.0
Intel Xeon E5-4669 v3 2.10 GHz,64.0,2100,72,144,100,99.1,557.0
Intel Xeon E5-4669 v3 2.10 GHz,64.0,2100,72,144,90,90.0,498.0
Intel Xeon E5-4669 v3 2.10 GHz,64.0,2100,72,144,80,80.0,433.0
Intel Xeon E5-4669 v3 2.10 GHz,64.0,2100,72,144,70,70.1,382.0
Intel Xeon E5-4669 v3 2.10 GHz,64.0,2100,72,144,60,60.0,340.0
Intel Xeon E5-4669 v3 2.10 GHz,64.0,2100,72,144,50,50.0,315.0
Intel Xeon E5-4669 v3 2.10 GHz,64.0,2100,72,144,40,40.0,289.0
Intel Xeon E5-4669 v3 2.10 GHz,64.0,2100,72,144,30,30.0,257.0
Intel Xeon E5-4669 v3 2.10 GHz,64.0,2100,72,144,20,20.1,218.0
Intel Xeon E5-4669 v3 2.10 GHz,64.0,2100,72,144,10,10.0,178.0
Intel Xeon E5-4669 v3 2.10 GHz,64.0,2100,72,144,0,0.0,86.3
Intel Xeon Platinum 8276L,768.0,2200,224,448,100,99.7,1329.0
Intel Xeon Platinum 8276L,768.0,2200,224,448,90,89.8,1178.0
Intel Xeon Platinum 8276L,768.0,2200,224,448,80,80.0,1046.0
Intel Xeon Platinum 8276L,768.0,2200,224,448,70,70.0,931.0
Intel Xeon Platinum 8276L,768.0,2200,224,448,60,60.0,823.0
Intel Xeon Platinum 8276L,768.0,2200,224,448,50,50.0,731.0
Intel Xeon Platinum 8276L,768.0,2200,224,448,40,40.0,660.0
Intel Xeon Platinum 8276L,768.0,2200,224,448,30,30.0,592.0
Intel Xeon Platinum 8276L,768.0,2200,224,448,20,20.0,523.0
Intel Xeon Platinum 8276L,768.0,2200,224,448,10,10.0,449.0
Intel Xeon Platinum 8276L,768.0,2200,224,448,0,0.0,281.0
Intel Xeon X3360,4.0,2833,4,4,100,99.8,119.0
Intel Xeon X3360,4.0,2833,4,4,90,90.7,116.0
Intel Xeon X3360,4.0,2833,4,4,80,80.8,112.0
Intel Xeon X3360,4.0,2833,4,4,70,69.7,106.0
Intel Xeon X3360,4.0,2833,4,4,60,60.8,99.8
Intel Xeon X3360,4.0,2833,4,4,50,49.6,90.9
Intel Xeon X3360,4.0,2833,4,4,40,39.7,82.5
Intel Xeon X3360,4.0,2833,4,4,30,29.8,74.4
Intel Xeon X3360,4.0,2833,4,4,20,19.9,68.2
Intel Xeon X3360,4.0,2833,4,4,10,10.2,62.8
Intel Xeon X3360,4.0,2833,4,4,0,0.0,56.7
Intel Xeon E5-2698 V4,64.0,2200,40,80,100,100.0,329.0
Intel Xeon E5-2698 V4,64.0,2200,40,80,90,90.3,277.0
Intel Xeon E5-2698 V4,64.0,2200,40,80,80,80.1,228.0
Intel Xeon E5-2698 V4,64.0,2200,40,80,70,70.1,187.0
Intel Xeon E5-2698 V4,64.0,2200,40,80,60,60.0,164.0
Intel Xeon E5-2698 V4,64.0,2200,40,80,50,49.9,145.0
Intel Xeon E5-2698 V4,64.0,2200,40,80,40,40.0,131.0
Intel Xeon E5-2698 V4,64.0,2200,40,80,30,29.9,117.0
Intel Xeon E5-2698 V4,64.0,2200,40,80,20,20.0,101.0
Intel Xeon E5-2698 V4,64.0,2200,40,80,10,10.0,83.7
Intel Xeon E5-2698 V4,64.0,2200,40,80,0,0.0,43.5
Intel Xeon  L5335,16.0,2000,8,8,100,99.1,260.0
Intel Xeon  L5335,16.0,2000,8,8,90,89.9,256.0
Intel Xeon  L5335,16.0,2000,8,8,80,80.3,250.0
Intel Xeon  L5335,16.0,2000,8,8,70,70.8,245.0
Intel Xeon  L5335,16.0,2000,8,8,60,60.0,238.0
Intel Xeon  L5335,16.0,2000,8,8,50,49.8,231.0
Intel Xeon  L5335,16.0,2000,8,8,40,40.1,224.0
Intel Xeon  L5335,16.0,2000,8,8,30,29.7,215.0
Intel Xeon  L5335,16.0,2000,8,8,20,20.2,207.0
Intel Xeon  L5335,16.0,2000,8,8,10,9.9,197.0
Intel Xeon  L5335,16.0,2000,8,8,0,0.0,187.0
Intel Xeon E5450,16.0,3000,8,8,100,99.4,288.0
Intel Xeon E5450,16.0,3000,8,8,90,90.7,281.0
Intel Xeon E5450,16.0,3000,8,8,80,80.3,270.0
Intel Xeon E5450,16.0,3000,8,8,70,69.7,258.0
Intel Xeon E5450,16.0,3000,8,8,60,59.5,247.0
Intel Xeon E5450,16.0,3000,8,8,50,49.9,234.0
Intel Xeon E5450,16.0,3000,8,8,40,39.9,221.0
Intel Xeon E5450,16.0,3000,8,8,30,29.9,210.0
Intel Xeon E5450,16.0,3000,8,8,20,19.9,200.0
Intel Xeon E5450,16.0,3000,8,8,10,9.9,190.0
Intel Xeon E5450,16.0,3000,8,8,0,0.0,180.0
Intel Xeon E5-2665,128.0,2400,16,32,100,99.8,409.0
Intel Xeon E5-2665,128.0,2400,16,32,90,90.2,378.0
Intel Xeon E5-2665,128.0,2400,16,32,80,80.5,324.0
Intel Xeon E5-2665,128.0,2400,16,32,70,70.0,296.0
Intel Xeon E5-2665,128.0,2400,16,32,60,60.4,273.0
Intel Xeon E5-2665,128.0,2400,16,32,50,50.1,245.0
Intel Xeon E5-2665,128.0,2400,16,32,40,40.0,218.0
Intel Xeon E5-2665,128.0,2400,16,32,30,30.0,190.0
Intel Xeon E5-2665,128.0,2400,16,32,20,20.0,167.0
Intel Xeon E5-2665,128.0,2400,16,32,10,10.0,147.0
Intel Xeon E5-2665,128.0,2400,16,32,0,0.0,103.0
Intel Xeon E3-1260L,8.0,2400,4,8,100,100.2,54.0
Intel Xeon E3-1260L,8.0,2400,4,8,90,90.0,50.2
Intel Xeon E3-1260L,8.0,2400,4,8,80,79.8,45.0
Intel Xeon E3-1260L,8.0,2400,4,8,70,70.1,40.8
Intel Xeon E3-1260L,8.0,2400,4,8,60,59.7,36.7
Intel Xeon E3-1260L,8.0,2400,4,8,50,50.4,33.7
Intel Xeon E3-1260L,8.0,2400,4,8,40,40.0,30.5
Intel Xeon E3-1260L,8.0,2400,4,8,30,29.8,27.3
Intel Xeon E3-1260L,8.0,2400,4,8,20,20.0,23.9
Intel Xeon E3-1260L,8.0,2400,4,8,10,10.0,19.9
Intel Xeon E3-1260L,8.0,2400,4,8,0,0.0,14.9
"AMD EPYC 7601 2.20 GHz, Dell SKU [338-BNCG]",128.0,2200,64,128,100,99.5,268.0
"AMD EPYC 7601 2.20 GHz, Dell SKU [338-BNCG]",128.0,2200,64,128,90,90.1,253.0
"AMD EPYC 7601 2.20 GHz, Dell SKU [338-BNCG]",128.0,2200,64,128,80,80.1,237.0
"AMD EPYC 7601 2.20 GHz, Dell SKU [338-BNCG]",128.0,2200,64,128,70,70.0,218.0
"AMD EPYC 7601 2.20 GHz, Dell SKU [338-BNCG]",128.0,2200,64,128,60,60.0,200.0
"AMD EPYC 7601 2.20 GHz, Dell SKU [338-BNCG]",128.0,2200,64,128,50,49.9,184.0
"AMD EPYC 7601 2.20 GHz, Dell SKU [338-BNCG]",128.0,2200,64,128,40,40.0,170.0
"AMD EPYC 7601 2.20 GHz, Dell SKU [338-BNCG]",128.0,2200,64,128,30,30.0,157.0
"AMD EPYC 7601 2.20 GHz, Dell SKU [338-BNCG]",128.0,2200,64,128,20,20.0,144.0
"AMD EPYC 7601 2.20 GHz, Dell SKU [338-BNCG]",128.0,2200,64,128,10,10.0,128.0
"AMD EPYC 7601 2.20 GHz, Dell SKU [338-BNCG]",128.0,2200,64,128,0,0.0,77.5
Intel Xeon X5675,16.0,3067,12,24,100,99.7,222.0
Intel Xeon X5675,16.0,3067,12,24,90,90.3,199.0
Intel Xeon X5675,16.0,3067,12,24,80,80.1,180.0
Intel Xeon X5675,16.0,3067,12,24,70,69.9,163.0
Intel Xeon X5675,16.0,3067,12,24,60,59.9,147.0
Intel Xeon X5675,16.0,3067,12,24,50,49.9,136.0
Intel Xeon X5675,16.0,3067,12,24,40,39.9,126.0
Intel Xeon X5675,16.0,3067,12,24,30,29.9,116.0
Intel Xeon X5675,16.0,3067,12,24,20,19.9,106.0
Intel Xeon X5675,16.0,3067,12,24,10,10.0,93.6
Intel Xeon X5675,16.0,3067,12,24,0,0.0,52.3
Intel(R) Xeon(R) Platinum 8180 CPU @2.50GHz,96.0,2500,56,112,100,99.8,430.0
Intel(R) Xeon(R) Platinum 8180 CPU @2.50GHz,96.0,2500,56,112,90,90.0,372.0
Intel(R) Xeon(R) Platinum 8180 CPU @2.50GHz,96.0,2500,56,112,80,80.2,325.0
Intel(R) Xeon(R) Platinum 8180 CPU @2.50GHz,96.0,2500,56,112,70,70.0,281.0
Intel(R) Xeon(R) Platinum 8180 CPU @2.50GHz,96.0,2500,56,112,60,60.0,242.0
Intel(R) Xeon(R) Platinum 8180 CPU @2.50GHz,96.0,2500,56,112,50,49.9,210.0
Intel(R) Xeon(R) Platinum 8180 CPU @2.50GHz,96.0,2500,56,112,40,39.9,185.0
Intel(R) Xeon(R) Platinum 8180 CPU @2.50GHz,96.0,2500,56,112,30,30.0,163.0
Intel(R) Xeon(R) Platinum 8180 CPU @2.50GHz,96.0,2500,56,112,20,20.0,143.0
Intel(R) Xeon(R) Platinum 8180 CPU @2.50GHz,96.0,2500,56,112,10,10.0,126.0
Intel(R) Xeon(R) Platinum 8180 CPU @2.50GHz,96.0,2500,56,112,0,0.0,58.4
Intel Core i3-540,4.0,3067,2,4,100,98.5,60.9
Intel Core i3-540,4.0,3067,2,4,90,89.8,57.9
Intel Core i3-540,4.0,3067,2,4,80,78.8,54.2
Intel Core i3-540,4.0,3067,2,4,70,69.4,51.1
Intel Core i3-540,4.0,3067,2,4,60,60.0,48.1
Intel Core i3-540,4.0,3067,2,4,50,49.9,44.9
Intel Core i3-540,4.0,3067,2,4,40,40.4,42.0
Intel Core i3-540,4.0,3067,2,4,30,29.8,38.6
Intel Core i3-540,4.0,3067,2,4,20,20.0,35.0
Intel Core i3-540,4.0,3067,2,4,10,10.0,30.8
Intel Core i3-540,4.0,3067,2,4,0,0.0,25.8
Intel(R) Xeon(R) E-2388G CPU 3.20GHz,16.0,3200,8,16,100,100.0,78.0
Intel(R) Xeon(R) E-2388G CPU 3.20GHz,16.0,3200,8,16,90,89.8,62.3
Intel(R) Xeon(R) E-2388G CPU 3.20GHz,16.0,3200,8,16,80,79.7,53.0
Intel(R) Xeon(R) E-2388G CPU 3.20GHz,16.0,3200,8,16,70,70.1,47.2
Intel(R) Xeon(R) E-2388G CPU 3.20GHz,16.0,3200,8,16,60,59.9,42.3
Intel(R) Xeon(R) E-2388G CPU 3.20GHz,16.0,3200,8,16,50,49.9,38.1
Intel(R) Xeon(R) E-2388G CPU 3.20GHz,16.0,3200,8,16,40,40.2,34.2
Intel(R) Xeon(R) E-2388G CPU 3.20GHz,16.0,3200,8,16,30,30.0,31.3
Intel(R) Xeon(R) E-2388G CPU 3.20GHz,16.0,3200,8,16,20,20.0,28.7
Intel(R) Xeon(R) E-2388G CPU 3.20GHz,16.0,3200,8,16,10,10.0,25.5
Intel(R) Xeon(R) E-2388G CPU 3.20GHz,16.0,3200,8,16,0,0.0,19.4
Intel Xeon E5-2699 v3,32.0,2300,36,72,100,99.6,302.0
Intel Xeon E5-2699 v3,32.0,2300,36,72,90,89.9,272.0
Intel Xeon E5-2699 v3,32.0,2300,36,72,80,80.1,246.0
Intel Xeon E5-2699 v3,32.0,2300,36,72,70,69.9,221.0
Intel Xeon E5-2699 v3,32.0,2300,36,72,60,60.0,198.0
Intel Xeon E5-2699 v3,32.0,2300,36,72,50,50.1,178.0
Intel Xeon E5-2699 v3,32.0,2300,36,72,40,40.1,159.0
Intel Xeon E5-2699 v3,32.0,2300,36,72,30,30.0,140.0
Intel Xeon E5-2699 v3,32.0,2300,36,72,20,20.1,124.0
Intel Xeon E5-2699 v3,32.0,2300,36,72,10,10.0,108.0
Intel Xeon E5-2699 v3,32.0,2300,36,72,0,0.0,75.9
Intel Xeon E3-1270,8.0,3400,4,8,100,99.7,102.0
Intel Xeon E3-1270,8.0,3400,4,8,90,90.5,96.5
Intel Xeon E3-1270,8.0,3400,4,8,80,80.2,86.2
Intel Xeon E3-1270,8.0,3400,4,8,70,69.8,76.1
Intel Xeon E3-1270,8.0,3400,4,8,60,59.7,64.5
Intel Xeon E3-1270,8.0,3400,4,8,50,49.8,56.0
Intel Xeon E3-1270,8.0,3400,4,8,40,40.0,49.1
Intel Xeon E3-1270,8.0,3400,4,8,30,30.0,42.6
Intel Xeon E3-1270,8.0,3400,4,8,20,20.2,38.0
Intel Xeon E3-1270,8.0,3400,4,8,10,9.7,33.6
Intel Xeon E3-1270,8.0,3400,4,8,0,0.0,21.4
AMD EPYC 7601,128.0,2200,64,128,100,99.7,296.0
AMD EPYC 7601,128.0,2200,64,128,90,90.1,277.0
AMD EPYC 7601,128.0,2200,64,128,80,80.0,256.0
AMD EPYC 7601,128.0,2200,64,128,70,70.1,230.0
AMD EPYC 7601,128.0,2200,64,128,60,59.9,209.0
AMD EPYC 7601,128.0,2200,64,128,50,49.9,195.0
AMD EPYC 7601,128.0,2200,64,128,40,39.9,182.0
AMD EPYC 7601,128.0,2200,64,128,30,30.1,171.0
AMD EPYC 7601,128.0,2200,64,128,20,20.0,159.0
AMD EPYC 7601,128.0,2200,64,128,10,10.0,150.0
AMD EPYC 7601,128.0,2200,64,128,0,0.0,95.5
Intel Xeon E5-2470,24.0,2300,16,32,100,99.8,241.0
Intel Xeon E5-2470,24.0,2300,16,32,90,90.0,218.0
Intel Xeon E5-2470,24.0,2300,16,32,80,79.7,178.0
Intel Xeon E5-2470,24.0,2300,16,32,70,70.1,154.0
Intel Xeon E5-2470,24.0,2300,16,32,60,60.1,133.0
Intel Xeon E5-2470,24.0,2300,16,32,50,49.9,114.0
Intel Xeon E5-2470,24.0,2300,16,32,40,40.2,101.0
Intel Xeon E5-2470,24.0,2300,16,32,30,30.1,92.0
Intel Xeon E5-2470,24.0,2300,16,32,20,20.1,81.9
Intel Xeon E5-2470,24.0,2300,16,32,10,9.9,72.5
Intel Xeon E5-2470,24.0,2300,16,32,0,0.0,51.0
Intel Xeon L5430,8.0,2660,8,8,100,99.6,161.0
Intel Xeon L5430,8.0,2660,8,8,90,90.4,157.0
Intel Xeon L5430,8.0,2660,8,8,80,80.2,151.0
Intel Xeon L5430,8.0,2660,8,8,70,70.6,144.0
Intel Xeon L5430,8.0,2660,8,8,60,59.8,136.0
Intel Xeon L5430,8.0,2660,8,8,50,49.6,128.0
Intel Xeon L5430,8.0,2660,8,8,40,39.7,120.0
Intel Xeon L5430,8.0,2660,8,8,30,30.2,112.0
Intel Xeon L5430,8.0,2660,8,8,20,20.0,104.0
Intel Xeon L5430,8.0,2660,8,8,10,10.0,94.6
Intel Xeon L5430,8.0,2660,8,8,0,0.0,84.6
Intel Xeon Processor 3075,4.0,2660,2,2,100,99.5,135.0
Intel Xeon Processor 3075,4.0,2660,2,2,90,91.1,133.0
Intel Xeon Processor 3075,4.0,2660,2,2,80,80.5,129.0
Intel Xeon Processor 3075,4.0,2660,2,2,70,69.9,125.0
Intel Xeon Processor 3075,4.0,2660,2,2,60,60.2,121.0
Intel Xeon Processor 3075,4.0,2660,2,2,50,49.8,116.0
Intel Xeon Processor 3075,4.0,2660,2,2,40,39.4,110.0
Intel Xeon Processor 3075,4.0,2660,2,2,30,30.0,105.0
Intel Xeon Processor 3075,4.0,2660,2,2,20,19.8,101.0
Intel Xeon Processor 3075,4.0,2660,2,2,10,10.1,97.0
Intel Xeon Processor 3075,4.0,2660,2,2,0,0.0,93.7
Intel Xeon Platinum 8276L,192.0,2200,56,112,100,99.8,367.0
Intel Xeon Platinum 8276L,192.0,2200,56,112,90,89.9,322.0
Intel Xeon Platinum 8276L,192.0,2200,56,112,80,80.2,272.0
Intel Xeon Platinum 8276L,192.0,2200,56,112,70,70.4,236.0
Intel Xeon Platinum 8276L,192.0,2200,56,112,60,59.9,208.0
Intel Xeon Platinum 8276L,192.0,2200,56,112,50,50.0,185.0
Intel Xeon Platinum 8276L,192.0,2200,56,112,40,40.0,166.0
Intel Xeon Platinum 8276L,192.0,2200,56,112,30,30.0,148.0
Intel Xeon Platinum 8276L,192.0,2200,56,112,20,19.9,130.0
Intel Xeon Platinum 8276L,192.0,2200,56,112,10,10.0,111.0
Intel Xeon Platinum 8276L,192.0,2200,56,112,0,0.0,53.6
2.6 GHz AMD Opteron 2435,16.0,2600,12,12,100,99.4,260.0
2.6 GHz AMD Opteron 2435,16.0,2600,12,12,90,89.7,246.0
2.6 GHz AMD Opteron 2435,16.0,2600,12,12,80,80.0,234.0
2.6 GHz AMD Opteron 2435,16.0,2600,12,12,70,70.1,220.0
2.6 GHz AMD Opteron 2435,16.0,2600,12,12,60,60.2,207.0
2.6 GHz AMD Opteron 2435,16.0,2600,12,12,50,50.0,194.0
2.6 GHz AMD Opteron 2435,16.0,2600,12,12,40,39.7,181.0
